137.249150077,32.0094574265,141.3
230.616111104,66.3330379734,326.8
45.1941233740,31.3283984782,335.9
119.325233903,143.693319241,309.3
130.585033007,222.991112921,66.4
198.495064340,126.198748323,203.6
98.6058208256,12.1103871707,329.6
170.850958941,22.4984991750,110.5
254.015060413,50.2443184047,334.5
52.9749086279,171.244233572,54.5
251.946705382,223.787354620,132.9
166.003711227,134.194021217,238.6
212.478936779,119.433137271,257.5
143.990305707,244.398401737,5.5
191.249785272,163.635616919,102.8
238.672404923,159.726244046,179.1
170.982712028,31.0026001392,332.4
97.5626439382,28.3534638694,342.2
90.7957809153,163.518857259,69.9
264.194843563,247.779258655,343.6
35.4636469827,221.784539628,154.6
116.843920784,146.405350007,172.1
281.748815015,198.128506215,220.4
74.6241517778,117.182809642,279.2
101.560967599,219.972792200,326.8
40.2472160555,232.758112371,6.9
205.811626210,144.495953979,57.3
27.6251354173,49.8098982159,156.7
134.440825655,13.9525514032,221.1
199.386496542,33.8956121830,142.7
130.117142657,200.018026367,17.4
130.204065721,130.065632269,203.6
119.538335926,207.433652981,245.6
164.621004017,80.1506103359,79.7
199.747701263,58.1887240656,340.1
120.081814635,100.691135993,354.8
28.1558771152,111.342976787,135.0
52.0647966031,9.69297586563,259.6
12.0210138204,81.4759002233,72.0
123.909116586,82.0380665203,280.6
153.470395487,34.6878704836,335.9
38.2735494845,148.411178566,350.6
188.996330068,75.9696327816,329.6
144.692834363,159.706957139,356.2
221.602299786,206.710948692,328.2
228.461705562,41.1922539588,289.0
99.7103315748,16.0781400195,251.2
143.700304446,197.199322058,328.2
206.391122098,54.7681298147,330.3
281.904408128,210.643078733,71.3
233.258198935,43.0822011459,232.3
87.0427904777,249.516847002,53.1
164.636896027,144.903185124,303.7
141.801670066,242.441518458,44.7
162.983218151,4.83375239356,198.7
160.455773650,225.919672778,96.5
156.321559186,75.9473267150,306.5
246.262566387,66.6693215694,303.0
83.3806246068,4.12456053293,128.0
265.471091836,133.288334635,72.7
206.468146164,199.639757224,107.0
129.869722303,247.308842036,219.0
289.455183605,9.88556269081,36.3
112.479414429,193.910247594,208.5
189.721037988,58.4793620401,107.0
169.509965288,134.392603584,182.6
178.687855236,182.539273340,168.6
131.486955799,148.401976391,319.8
33.3247001105,92.8999428775,225.3
9.52311425644,151.466477289,230.2
127.525951443,138.019956709,27.9
32.4172923293,199.659437592,205.0
151.887682610,34.4417465575,97.9
81.3344872766,142.761673940,7.6
298.336056332,188.809716273,266.6
75.5409722793,127.771862156,256.1
152.280153359,139.545395741,254.7
285.138899194,217.595188282,138.5
33.7142862326,237.907933347,300.2
97.4000688733,203.924564421,142.0
86.5016931017,218.759975696,53.8
196.571515570,135.074309800,56.6
184.235609654,135.777860122,328.9
268.624661100,11.5697162760,183.3
108.737981037,50.8546510531,111.9
40.3351465719,134.764993896,321.2
270.436475272,148.946156979,346.4
136.639632283,152.849991673,279.2
191.088163444,161.171489206,67.8
252.061570938,235.838495254,242.8
188.674055893,229.938318038,188.9
31.7532984307,200.476790038,272.9
161.902335934,98.5838895145,200.1
190.875711190,53.1702699965,316.3
105.120631625,129.778331354,155.3
255.719773964,17.8709003847,255.4
307.420514972,158.159208295,18.8
90.9336467482,155.244282246,338.7
140.855883844,214.079134336,116.8
12.0557519852,188.462373751,351.3
145.921389816,234.244087802,196.6
149.156988715,234.877201059,322.6
39.8614633131,11.3505394634,268.7
66.1941023883,90.9727616300,144.1
78.4801336995,209.095636122,341.5
87.1746426919,185.119974563,148.3
60.9662178752,44.4364099289,21.6
80.7225861447,126.290983079,23.0
103.601868086,184.556011523,248.4
24.9728302232,49.1419305144,324.7
71.5073911556,151.900634592,90.2
7.57072410544,153.683834954,55.9
194.363657033,195.001190475,202.2
275.583067828,18.0748698852,99.3
287.634753250,50.5580232113,356.2
129.761334890,209.964885262,151.1
105.923698956,186.900418625,272.9
66.9960451578,226.049192438,54.5
285.475439920,242.383690033,71.3
266.276176193,168.603193476,177.7
143.996325366,44.3947186935,272.2
172.247574389,102.698688461,333.8
21.5354465664,238.889131612,23.0
248.200096072,43.8041563175,280.6
24.9437130060,122.802362848,101.4
102.692615939,129.279134976,174.2
179.490905951,213.045546218,217.6
102.145833603,177.469124177,101.4
39.7771108498,235.004407650,142.7
56.1973751428,111.962194094,110.5
76.5169115545,33.5333898669,32.8
233.135839096,36.4568133498,44.0
120.602998077,171.037230062,272.9
127.305237342,218.186421964,203.6
239.989968164,96.7127685673,214.1
291.299664602,66.5242023400,196.6
71.5121893460,213.059935635,350.6
214.354603199,246.272657229,307.9
162.129017344,150.743493439,98.6
270.245053371,71.6873157112,238.6
73.0321960320,158.826547155,194.5
32.7104069975,140.740402528,132.2
4.10841904428,240.831153018,326.1
93.8828207046,28.2579751617,203.6
28.4566198352,72.1342633670,300.9
168.403832608,92.4920235291,39.1
189.344510829,231.396660992,30.0
74.7821680814,164.123381631,328.9
44.1169038163,75.9725178610,342.9
107.451640257,237.859050023,353.4
56.8183539115,223.219277026,258.9
122.484341252,131.331660924,51.0
119.170426516,250.072801329,114.7
197.209491315,112.097424805,220.4
284.136290406,110.080542681,48.2
117.094348025,103.449920952,148.3
59.2881600295,174.021474805,188.2
121.960690524,77.8699320841,193.8
225.571234201,230.928901793,243.5
106.278198240,93.7851103440,104.2
252.885025220,7.20878298562,264.5
251.805377091,256.640645689,248.4
186.917083310,100.702008256,174.2
226.296587560,94.0069319839,129.4
56.3209021170,240.680264201,95.8
245.945487406,75.1443070875,336.6
43.2946758445,82.4929158453,214.1
134.479122341,130.399295595,73.4
284.039527512,113.508627514,314.2
235.621544768,170.189928729,93.0
38.5232978129,120.199865459,25.1
250.338843096,117.127081013,175.6
209.783934367,98.8047689137,187.5
60.8830941147,68.5385912341,333.8
155.793164997,194.603632584,280.6
226.458900486,118.846238075,309.3
115.526712668,136.786568893,352.0
154.793532242,202.204346742,275.7
283.316176306,124.731372441,231.6
182.815813032,147.243452181,214.8
46.0242254840,128.438844479,58.7
280.770153608,105.738098310,128.0
132.552259294,141.411394179,177.0
177.729132361,232.940661675,162.3
36.1538332058,45.5427226389,296.7
253.952697282,40.1852241441,132.9
203.699192783,29.5037012067,286.2
150.188726905,122.834395629,281.3
99.7768523443,190.562230144,73.4
274.852850178,79.3040848945,66.4
236.203858421,97.5399567131,37.0
81.3569406012,77.4695568465,281.3
135.333646796,110.376926871,17.4
95.1199532617,186.153468799,354.8
14.1304037745,162.302173874,18.1
7.92148550419,251.109958035,16.7
242.220940108,19.5318609861,169.3
206.188216669,77.1817586938,182.6
262.456512254,80.5006300963,57.3
123.580825156,10.8312629961,104.2
265.151638619,33.4837967970,249.1
286.070824056,17.6623827257,48.2
53.3367343100,187.970931584,142.7
45.8932286940,85.5384460237,212.7
145.013333421,91.8359402545,118.9
243.621848937,34.5384274711,333.1
134.383519793,62.3598512199,130.8
117.900583979,38.8777049637,88.8
265.746722630,186.042802899,352.0
155.442063230,244.931684081,237.2
286.754104199,83.9157150529,289.7
91.0912399081,198.416957243,243.5
220.024970701,65.4624504342,165.8
